Timestamp,Keyword,Author,Page,Book Title,Quick Quote
11/6/2017 12:03:51,Authorship,Lovejoy,114,Digital Currents: art in the electronic age,"A confusion between spatial and temporal boundaries has occurred through exposure to high technology, collapsing it and sometimes erasing the conventions that formerly dis- tinguished fantasy from reality. Instead of relying on a sense of reality gained from direct experience and belief in a single authoritative system, we depend on a variety of mediated information. We alternate and are suspended between the reality of daily life and the representation or edited copy of it that we respond to via television. This shifting response has contributed to an assault on the concept of the self as the center of a single reality with a single viewpoint."
11/6/2017 12:04:56,Authorship,Lovejoy,168,Digital Currents: art in the electronic age,"Interactive media have special qualities. They avoid the linear sequencing of a film or novel. They allow instead a less linear choice system structured into the work which is designed to function only through viewer action. The viewer will be able to understand the work’s meaning or its conceptual structure only by exploring the many layers and margins which form the context of the piece. Information about parallel related texts or images can be accessed in the data space of the work and brought onto the screen for review as part of its potential to unfold many archival levels .
Up to now, art works have always been shaped by visual artists, poets, writers, composers, choreographers who assumed the total responsibility, opportunity, and challenge of creating their own discrete work without invasion of the work from outside participation. They had to decide on content, format, style, sequence, materials, medium. However, with interactivity, readers, viewers, listeners can pass through the boundaries of the work to enter it. This puts them in a position to gain direct access to an aspect of authoring and shaping the final outcome of a work in a way that never existed before the advent of the computer. The viewer can now have a significant position of power in the work. The artist gives up total control in favor of a new kind of viewer communication and experience, one which offers an active position for the viewer, one which also celebrates the inherent creative capacities of all individuals. The work becomes more of a frame or context which provides an environment for new experiences of exchange and learning. Interactivity offers important new avenues to cognition to take place, where works can begin to flow with the more psychological internal associations of the individual viewer’s consciousness and identity in mind.
Interactive systems utilize processes of exchange, learning, and adaptation and foreground the premise that meaning in a work of art is dependent upon exchange and communication between individuals and groups. They provide a context for participants to reflect their personal understandings about their own social and political contexts."
11/6/2017 12:05:29,Authorship,Lovejoy,187,Digital Currents: art in the electronic age,"In his essay “The Author as Producer,” Benjamin pointed out that, with the accessibility and growth of reproduction technologies, everyone can now become a writer, not only through letters to the editor in the daily press but also, now, through publishing opportunities made possible by advances in (electronic) technology. “For as literature gains in breadth what it loses in depth, so the distinction between author and public which the bourgeois press maintains by artificial means, is beginning to disappear.” The new electronic publish- ing technologies27 open communications possibilities to artists which were never before available."
11/6/2017 12:13:46,Authorship,Lovejoy,293,Digital Currents: art in the electronic age,"The sound art work now moves to an era of digital hyper-reproducibility There is no longer an original since everything takes place through sampling and duplication. “This scrambling, in the division of roles between production and consumption, creation and reception, at the same time renders fragile two modes of traditional totalization in the artistic field: in intention, the author, synonym of the closure of the work’s meaning; in extension, the work itself, which loses its physical and temporal limits – fantasy rendered to the flux of a universal sound material.”23"
11/6/2017 12:17:01,Database,Lovejoy,8,Digital Currents: art in the electronic age,"
The digital simulation capabilities of the computer create a break with the paradigm of representation we have followed since the Renaissance. The computer has the capability of combining sound, text, and image within a single database. Images no longer reside in the visual field but in the database of the computer (see Chapter 5). To see an image, information about the image’s structure of lights and darks must be called up for display. The image is thus an information structure which has no physical presence in the real world. Not only is it a dematerialized image, but it is also one which can be destabilized and constantly invaded, changed, and manipulated by a viewer interactively through software commands. This possibility for intervention and interaction challenges notions of a discrete work of art, one that is authored by the artist alone. An interactive work is one which uses branching systems and networks for creating connective links and nodes. The artist who decides to work with technology now assumes a different role in relationship to creating work, one similar to a systems designer, and the work takes on a different route in relationship to the viewer who participates in the work’s ultimate unfolding and meaning."
11/6/2017 12:17:43,Database,Lovejoy,168,Digital Currents: art in the electronic age,"Lev Manovich, in his The Language of New Media, discusses the database as the center of the creative process in the computer age.11 He sees it as a new symbolic form – as “the projection of the ontology of the computer into culture itself.” He speaks about modern media as a battleground between a system which relied first and foremost on the narrative form and the new culture based on the database: “After the novel, and subsequently cinema, privileged narrative as the key form of cultural expression of the modern age, the computer age introduces its correlate – the database.”12"
11/6/2017 12:20:07,"Changes in Technology, Social, Global Context",Lovejoy,275,Digital Currents: art in the electronic age,"With digital technologies we no longer have a spatial fixed-point perspective; with morphing, we no longer have fixed spatial or temporal relationships; reality can now be paralleled by a completely simulated (virtual) one. Digitization has destroyed the faith in the truthfulness in representation.
Cultural conditions have dramatically changed. Technologically based art does not just change the kind of art that is made and our relationship to it, but it changes the nature of human perception. Technological instrumentation makes it possible to see things that could not have been seen before and to see them in a way in which they could never before have been seen. Just as photography and the cinema opened the world to an expanded conscious- ness of the close-up, the far distant view, and the psychological, through editing and out-of- context views, so has the use of digital technologies allowed for the complete restructuring of the visual, opening to new territory of completely simulated, or virtual, reality with entirely different space relations. In new forms of technological representation, such as database ones, the technological tool is integral to the form, content, context, and process of the art, not just a way of transmitting it. Interactive digital media are international, inviting participa- tion from individuals globally. Every desktop is now a printing press. Digitized images are set immediately into the electronic page setup for printing in millions of copies. Computer networks can act as broadcasting stations. We are only beginning to realize the implications for education and community relations, using powers at our fingertips. “The world has . . . become too small for an ivory tower mentality.”7"
11/6/2017 15:07:17,Agency,Stiles and Shanken,35,Context Providers: Conditions of Meaning in Media Arts,"Agency repeatedly has been identified as a primary goal of multimedia technology. Interactive technologies and agency have become so closely connected that meaning in multimedia signifies as agency, in so far as meaning derives from the qualities that agency obtains in interaction.MEaning is purposive, entailing intention, aim, and objective result. While meaning is inherernt in the semiotics of the interactive exchange among artist, artwork, and audience, in order to be meaningful, agency and interaction must activate semiotic signification that is literally full of meaning. Interactive multimedia art, therefore, can be meaningful when it enhances the fullness of agency, otherwise meaning is missing in interaction, and meaningfulness is missing in agency."
11/6/2017 15:15:13,Agency,Stiles,35,Context Providers: Conditions of Meaning in Media Arts,"But the instroduction into art of such formal elements as moving a trackball or clicking a mouse to recombine images and texts, moving the body to negotiate a VR environment, and/or posing questions for which there is no substatntive feedback, enhances neither agency nor meaningfulness. Although works employing these limited ranges of physical and mental activities are routinely described as 'interactive', if the works have meaning at all, it resides primarily in artists' decisions,s rather than in participants' agency to shuffle or activate images, sounds, texts, and pattern sequences, and so on. The physical interaction by which viewers can trigger different effects may be pleasing and even surprising, such as playing with a kaleidoscope, but the visual and conceptual stakes of the work still finally reside in the artist's aesthetic choices. Such art, then, may be astonishingly conventional regardless of its technological novelty..."
11/6/2017 15:22:12,Agency,Stiles,36,Context Providers: Conditions of Meaning in Media Arts,"But as Doublas Browning pointed out nearly forty years ago, the philosophical goal of agency is to function as a locus of morality and individuality:  'the concept of the agent is required in order to allow for the possibility of freedom, communicaion, comprehension, and mystery. Culture in general ... rests upon... agency'.. Agency also has been tied to the execution of volution: 'a person is the agent of an event if and only if there is a description of what s/he did that makes true a sentence that says s/he did it intentionally' (Davidson 1971:46). Agency involves the freedom to create, change, and influence institutions and events, or to act as a proxy on behalf of someone else. In both cases, agency is measured by the ability and the respoinsability to have a meaningful effeecct in a real-world, inter-subjective, social context."
11/6/2017 16:09:17,Authorship,Sharon Daniel,65,Context Providers: Conditions of Meaning in Media Arts,"Foster's assumtion is that the artist-as-ethnographer will engage in observation to produce a representation and that any representation so produced will become a projection of the artist's own perspective and assumptions. Certainly this is a likely outcome of many authorial approaches. However, Benjamin does not propose a new approach to representation but the construction of a new apparatus that provides a context for self-representation. He asserts that the author should operate as a context provider, avoiding representation, not speaking for others, but providing them with the means to speak for themselves."
11/6/2017 16:41:28,Authorship,Sharon Daniel,73,Context Providers: Conditions of Meaning in Media Arts,"In her essay 'storytelling as a nexus of change in the relationship between gender and technology: a feminist approach to software design', Justine Cassell (1998) suggests that the principals of feminist research practice offer a solution to the problem of power in the complex relations between author/authority and audience. In feminist software design authority is distributed to collaborating participants by allowing most of the design and construction to be carried out by the participants rather than the designer. The role of the author, and in some cases the role of the system designer, is given to the participant. .... The feminist software designer's goal is to give the 'user' a tool to express something about the truth of her existence -- to tell her story. Anecdotes and stories are distinct from narrative in that they describe, rather than prescribe, real-lived experience. Storytelling facilitates the construction of self and the exploration of social roles. "
11/6/2017 16:52:30,Authorship,Sharon Daniel,79,Context Providers: Conditions of Meaning in Media Arts,"One example from systems theory that provides an interesting model for thinking about the relation of subject to system is the cellular automata. Cellular automata are self-evolving or emergent systems that extend in space and unfold in time according to local laws. The automata is a field or frame, usually visualized as a two- or therr-dimensional grid of cells or pixels. Each cell or pixel may 'behave' independently at each 'step' in time based on a table of rules and a given initial condition. The table of rules is a set of definitions for the behavior of each pixel or cell in relation to the state of each neighboring pixel or cell. A global state emerges from the local interactions of discrete entities in an iterative and evolving system. In emergent systems such as cellular automata, subjectivity is socialized. The system itself functions both as an individual subject and a 'community' of subjects. Cellular automata exemplify a collapse of the binary opposition of autonomy and community and embody an oscillating, productive tension between the individual and the social, which suggests the potential of a new subject position, one I will call the 'system_subject'. From the system_subject, the cybernetic collapse is mobile, it may be reversed, inverted, repeated, and revised. The enlightenment model of the individual 'I' is displaced by a contingency that may function as a single entity or a distributed network of entities within a system narrative."
11/6/2017 17:01:30,Authorship,Sharon Daniel,81,Context Providers: Conditions of Meaning in Media Arts,"In this passage from 'the author as producer', ... Benjamin precisely described my artistic vision and my position as practicioner: 'What matters, therefore, is the exemplary character of production, which is able first to induce other producers to produce, and second to put an improved apparatus at their disposal. And this apparatus is better the more consumers it is able to turn into producer --that is, readers or spectators into collaborators ... ' (Benjamin 1978). I see myself as a context provider, stretching hte concept of artitistic creation from making content to making context. My goal is to avoid representation --not to speak for other but to provide them with the means to speak for themselves, to speak and be heard. Context provision is about decentering --making multtiple spsaces-- not telling a truth but truths in the plural. It is about facilitating the kind of critical, utopian imaginaries that force us to see the contextual realities of social oppression and othering --the terrible closure of the system in which we are trapped. Context provision is Benjamin's 'apparatus'."
11/6/2017 17:31:00,"Changes in Technology, Social, Global Context",Warren Sack,139,Context Providers: Conditions of Meaning in Media Arts,"Paul's diagnosis is acutely accurate and yet troubling in these contemporary, cultural circmstances in which a loss of the body is oftentimes promoted as a benefit of information technologies. The central artistic, aesthetic focus on the body is in sharp contrast with the scientific and engineering pragmatics that dematerialized the body ofer the course of the invention and development of contemporary information technologies. In a history of cybernetics and information technologies, literary theorist Katherine Hayles shows how the dematerialization and disembodiment of information was seena s a good thing and explicitly pursued as a line of scientific research and development (Hayles 1999).... the aesthetics of information visualization concerns the Body Politic, and the history of information visualization is the history of art and design created to gather together, reflect, and represent the Body Politic. Its history includes the history of public spaces, the arts, and literatures representative or suportive of the Body Politic. (bruno latour 1997)"
11/6/2017 17:49:20,Database,Jose van Dijck,11,The Datafied Society: Studying Culture through Data,"Datafication -- transforming all things under the sun into a data format and thus quantifying them -- is at the heart of the networked world. Data are also at the centre of our media practices: data feed the many applications we use on a variety of platforms, they flow from users and devices to services and platforms, making connections and scaling audiences at an unprecedented rate. Networked connectivity runs on data -- the new oil of the information economy. Just as electricity changed industrial processes and domestic practices in the nineteenth century, a data-driven paradigm will constitute the core of twenty-first-century processes and practices. It is therefore no surprise that data have moved to the centre of media research and have become protagonists in media narratives."
11/6/2017 17:51:23,Database,Karin van Es & Mirko Tobias Schafer,13,The Datafied Society: Studying Culture through Data,... data--driven practices have been part of the emerging information society since the nineteenth century( Beniger 1989; Porter 1996; Campbell-Kelly 2003)... 
11/6/2017 18:32:48,Database,Johannes Passmann & Asher Boersma,142,The Datafied Society: Studying Culture through Data,"... black boxing is not an obstacle of transparency here, but the primary condition for its very possibility. Applying this notion of transparency to algorithmic black boxes would only be half the solution as it does not provide means to position oneself critically towards what is inside the box. This concept however hass a long tradition in the philosophy of technology, and has actually always been an ideal of meadia and media practices. It is here that we find an understanding of transparency and its limits that allows for the critical position we seek. ((((continue to page 144 cause it's good))))"
11/2/2017 16:55:04,Sound,Varese,18,Audio Culture,"We have actually three dimensions in music: horizontal, verticaal, and dynamic swelling or decreasing, I shall add a fourth, sound projection --that feeling that sound is leaving us with no hope of being reflected back, a feeling akin to that aroused by beams of light sent forth by a powerful searchlight --foir the ear as for the eye, that sense of projection, of a journey into space."
11/2/2017 16:55:04,Database,Varese,20,Audio Culture,"until quite recently I used to hear it so often in regard to my own works that, as far back as the twenties, I decided to call my music ""organized sound"" and myself, not a musician, but a ""worker in rhythms, frequencies, and intensities."" Indeed, to stubbornly conditioned ears, anything new in music has always been called noise. But after all, what is music but organized noises? And a composer, like all artists, is an organizer of disparate elements. Subjectively, noise is any sound one doesn't like."
11/2/2017 16:55:04,"Changing Technological, Social, Global Context",Varese,20,Audio Culture,"The computing machine is a marvelous invention and seems almost superhuman. But in reality it is as limited as the mind of the individual who feeds it material. Like the computer, the machines we use for making music can only give back what we put into them."
11/2/2017 16:55:04,Authorship,Eco,167,Audio Culture,"A number of recent pieces of instrumental music are linked by a common feature: the considerable autonomy left to the individual performer in the way he chooses to play the work. Thus he is not merely free to interpret the composer's instructions following his own discretion (which in fact happens in traditional music), but he must impose his judgement on the form of the piece, as when he decides howw long to hold a note or in what order to group the sounds: all this amounts to an act of improvised creation. Here are some of the best known examples of the process. Klavierstuck XI, by Karlheinz Stockhausen... Luciano Berio's Sequenza for solo flute ... Henri Pousseur['s] Scambi ... Pierre Boulez's Third Sonata for piano ..."
11/2/2017 16:55:04,The Work,Eco,169,Audio Culture,"A work of art, therefore , is a complete and closed form in its uniqueness as a balanced organic whole, while at the same time constituting an open product on account of its susceptibility to countless different interprpetations which do not impinge on its unadulterable specificity. Hence every reception of a work of art is both an interpretation and a performance of it, because in every reception the work takes on a fresh perspective for itself. "
11/2/2017 16:55:04,"Changing Technological, Social, Global Context",David Toop,240,Audio Culture,"This raises some of the core issues challenged by 20th century music and 20th century thougth in general: the relationship of the composer oto the audience, for example, or the use of chance and accident in the creation of music; the construction of feedback systems or self-generatiinig and adaptive mechanism that shape sound; the exertion or abdication of control of a musical resul; the modelling of music based on ecosystems and similar complex environments and the setting in motion of events that qustion the definition of music as a cultural pdroduction distinguished from noise or unorganised sound by human agency and intentionality.  In the 21st century ,such ideas have been expanded dramatically by the evolution of the Internet, itself a self-propagating Web lacking any central control. Sound Drifting was a large scale generative sound installation curated by Colin Fallows and Heidi Grundmann for the Ars Ee.lectronica 99 festival. ... ""there has been a growing interest in generative systems by artists working with the Internet, especially using sound, but increasingly with the appropriation of games sogtware, search engines and so forth. ... But the most conspicuous cultural use of generative systems has been in the field of music... S.D was about networking, communication and collaboration; about control-sharing between artists, users and machines; about letting go of one's own art and making ecological use of exissting things; about listening to the work without adding to it; ... about the aesthetics of different but connectable sounds, images, texts appearing on line --on air-- on site as fugitive interfaces to a complex, invisible and not yet properly understood system of data processing"""
11/2/2017 16:55:04,Data,Kim Cascone,397,Audio Culture,"Tools now aid composers in the deconstruction of digital files: exploring the sonic possibilities of a Photoshop file that displays an image of a flower, trawling word processning documents in search of coherent bytes of sound, using noise-reduction sofware to analyze and process audio in ways that the software designer never intended. Any selection of algorithms can be interfaced to pass data back and forth, mapping effortlessly from one dimension into another. In this way, all data can become fodder for sonic experimentation."
11/2/2017 16:55:04,Database,Steve Dietz,17,Steina 1970-2000,"""Violin Power"" can be characterized as a dynamic 'reading'; of a database -- the video clips randomly accessed on the videodisc - and is precisely what Manovich discusses in relation to the database as a 'new symbolic form' and artistic practive in the 21st century."
11/2/2017 16:55:04,Authorship,George P. Landow,91,Hypertext 2.0,"hypertext --which I am here taking as the convergence of poststructuralist conceptions of textuality and electronic embodiments of it --does do away with ceratin aspects of the authoritativeness and autonomy of the text, and in so doing it does reconceive the figure and function of authorship. "
11/2/2017 16:55:04,Authorship,Landow,91,Hypertext 2.0,"""this 'I' which approaches the text is already itself a plurality of other texts, of codes which are infinite""(S/Z,10). Barthes's point ... appears much clearer and more obviou s from the vantage point of intertextuality. ... Hypertext embodies many of the ideas and attitueds proposed by Barthes, Derrida, Foucault and others. ;... For all these authors, the self takes the form of a decentered ... networks of codes that, on another level, also serves as a node within another centerless network"
